最速下降法:
第1次迭代：f(x_i)=7.711096853704860e-01, x_1=1.612607637710941e-01,x_2=0.000000000000000e+00
第6523次迭代：f(x_i)=2.047730421919913e-07, x_1=9.995481572088405e-01,x_2=9.990940464665875e-01
第6524次迭代：f(x_i)=2.044138254568878e-07, x_1=9.995479153487917e-01,x_2=9.990954580720600e-01
第6525次迭代：f(x_i)=2.040552461800824e-07, x_1=9.995489496212174e-01,x_2=9.990956352975843e-01
第6526次迭代：f(x_i)=2.036971646890134e-07, x_1=9.995487084038013e-01,x_2=9.990970454944085e-01
第6527次迭代：f(x_i)=2.033396658115973e-07, x_1=9.995497414857928e-01,x_2=9.990972220968068e-01
第6528次迭代：f(x_i)=2.029830189735617e-07, x_1=9.995495004201884e-01,x_2=9.990986280510439e-01
第6529次迭代：f(x_i)=2.026270828920731e-07, x_1=9.995505306014250e-01,x_2=9.990988048874591e-01
第6530次迭代：f(x_i)=2.022713791979792e-07, x_1=9.995502905520657e-01,x_2=9.991002107028968e-01
第6531次迭代：f(x_i)=2.019163281597607e-07, x_1=9.995513191281253e-01,x_2=9.991003864026737e-01
第6532次迭代：f(x_i)=2.015615948066952e-07, x_1=9.995510800421561e-01,x_2=9.991017918217584e-01
第6533次迭代：f(x_i)=2.012074690519859e-07, x_1=9.995521079425634e-01,x_2=9.991019666476570e-01
第6534次迭代：f(x_i)=2.008543035907580e-07, x_1=9.995518685782633e-01,x_2=9.991033676061123e-01
第6535次迭代：f(x_i)=2.005016965781784e-07, x_1=9.995528937029098e-01,x_2=9.991035426101234e-01
第6536次迭代：f(x_i)=2.001494970884484e-07, x_1=9.995526552904892e-01,x_2=9.991049431776851e-01
第6537次迭代：f(x_i)=1.997978065310179e-07, x_1=9.995536797501355e-01,x_2=9.991051173067552e-01
第6538次迭代：f(x_i)=1.994471657991853e-07, x_1=9.995534411870300e-01,x_2=9.991065126459864e-01
第6539次迭代：f(x_i)=1.990971642461943e-07, x_1=9.995544633132258e-01,x_2=9.991066874563520e-01
第6540次迭代：f(x_i)=1.987479353698530e-07, x_1=9.995542247404994e-01,x_2=9.991080793962027e-01
第6541次迭代：f(x_i)=1.983992748137745e-07, x_1=9.995552446700452e-01,x_2=9.991082541013800e-01
第6542次迭代：f(x_i)=1.980511589245199e-07, x_1=9.995550066980584e-01,x_2=9.991096446687251e-01
第6543次迭代：f(x_i)=1.977035395587222e-07, x_1=9.995560254867391e-01,x_2=9.991098187430392e-01
第6544次迭代：f(x_i)=1.973568274073127e-07, x_1=9.995557876318353e-01,x_2=9.991112051433515e-01
第6545次迭代：f(x_i)=1.970107184915371e-07, x_1=9.995568035927278e-01,x_2=9.991113794322126e-01
第6546次迭代：f(x_i)=1.966649325936549e-07, x_1=9.995565667072358e-01,x_2=9.991127657120009e-01
第6547次迭代：f(x_i)=1.963196748405996e-07, x_1=9.995575811179654e-01,x_2=9.991129388638277e-01
第6548次迭代：f(x_i)=1.959748416344193e-07, x_1=9.995573451498889e-01,x_2=9.991143247690738e-01
第6549次迭代：f(x_i)=1.956304743201525e-07, x_1=9.995583589270978e-01,x_2=9.991144970429121e-01
第6550次迭代：f(x_i)=1.952871739534763e-07, x_1=9.995581227856641e-01,x_2=9.991158777868000e-01
第6551次迭代：f(x_i)=1.949444537456400e-07, x_1=9.995591342781280e-01,x_2=9.991160507226963e-01
第6552次迭代：f(x_i)=1.946025423505383e-07, x_1=9.995588982364110e-01,x_2=9.991174273370224e-01
第6553次迭代：f(x_i)=1.942613067171923e-07, x_1=9.995599069375494e-01,x_2=9.991176004776517e-01
第6554次迭代：f(x_i)=1.939203130054407e-07, x_1=9.995596718421683e-01,x_2=9.991189769804477e-01
第6555次迭代：f(x_i)=1.935799122449026e-07, x_1=9.995606790202561e-01,x_2=9.991191489838988e-01
第6556次迭代：f(x_i)=1.932398623268591e-07, x_1=9.995604448196196e-01,x_2=9.991205251229057e-01
第6557次迭代：f(x_i)=1.929003350644600e-07, x_1=9.995614513847366e-01,x_2=9.991206962464814e-01
第6558次迭代：f(x_i)=1.925618013406483e-07, x_1=9.995612169956498e-01,x_2=9.991220672684465e-01
第6559次迭代：f(x_i)=1.922238934254281e-07, x_1=9.995622213083557e-01,x_2=9.991222390412939e-01
第6560次迭代：f(x_i)=1.918867338300795e-07, x_1=9.995619868697185e-01,x_2=9.991236067431601e-01
第6561次迭代：f(x_i)=1.915501094877746e-07, x_1=9.995629890641083e-01,x_2=9.991237783926579e-01
第6562次迭代：f(x_i)=1.912140354068905e-07, x_1=9.995627553893640e-01,x_2=9.991251435184142e-01
第6563次迭代：f(x_i)=1.908786886025653e-07, x_1=9.995637554739073e-01,x_2=9.991253150424069e-01
第6564次迭代：f(x_i)=1.905436973702383e-07, x_1=9.995635223441390e-01,x_2=9.991266788440831e-01
第6565次迭代：f(x_i)=1.902093400279229e-07, x_1=9.995645213537373e-01,x_2=9.991268497272988e-01
第6566次迭代：f(x_i)=1.898757117875645e-07, x_1=9.995642881628161e-01,x_2=9.991282102322629e-01
第6567次迭代：f(x_i)=1.895426212742156e-07, x_1=9.995652850770979e-01,x_2=9.991283809868564e-01
第6568次迭代：f(x_i)=1.892100703933168e-07, x_1=9.995650526342486e-01,x_2=9.991297389351592e-01
第6569次迭代：f(x_i)=1.888782407721319e-07, x_1=9.995660474615655e-01,x_2=9.991299095590233e-01
第6570次迭代：f(x_i)=1.885467645881109e-07, x_1=9.995658155490875e-01,x_2=9.991312661960805e-01
第6571次迭代：f(x_i)=1.882159108333114e-07, x_1=9.995668093188428e-01,x_2=9.991314361766819e-01
第6572次迭代：f(x_i)=1.878857865166547e-07, x_1=9.995665773338556e-01,x_2=9.991327895401982e-01
第6573次迭代：f(x_i)=1.875561831168829e-07, x_1=9.995675690309707e-01,x_2=9.991329593870337e-01
第6574次迭代：f(x_i)=1.872271279975099e-07, x_1=9.995673377785189e-01,x_2=9.991343102131344e-01
第6575次迭代：f(x_i)=1.868987691119660e-07, x_1=9.995683274112296e-01,x_2=9.991344799241437e-01
第6576次迭代：f(x_i)=1.865707805689093e-07, x_1=9.995680966747894e-01,x_2=9.991358294516818e-01
第6577次迭代：f(x_i)=1.862433841624704e-07, x_1=9.995690852670794e-01,x_2=9.991359985170312e-01
第6578次迭代：f(x_i)=1.859167363739369e-07, x_1=9.995688545773772e-01,x_2=9.991373440336403e-01
第6579次迭代：f(x_i)=1.855907443684452e-07, x_1=9.995698404920880e-01,x_2=9.991375132737901e-01
第6580次迭代：f(x_i)=1.852649869269199e-07, x_1=9.995696106768910e-01,x_2=9.991388587066411e-01
第6581次迭代：f(x_i)=1.849397787551921e-07, x_1=9.995705951533291e-01,x_2=9.991390268101520e-01
第6582次迭代：f(x_i)=1.846149366515743e-07, x_1=9.995703661623677e-01,x_2=9.991403719126035e-01
第6583次迭代：f(x_i)=1.842905492354340e-07, x_1=9.995713500899975e-01,x_2=9.991405391310051e-01
第6584次迭代：f(x_i)=1.839671689039979e-07, x_1=9.995711208649454e-01,x_2=9.991418792569289e-01
第6585次迭代：f(x_i)=1.836443151639387e-07, x_1=9.995721026408889e-01,x_2=9.991420470850590e-01
第6586次迭代：f(x_i)=1.833222607239988e-07, x_1=9.995718734472603e-01,x_2=9.991433832356503e-01
第6587次迭代：f(x_i)=1.830007878359808e-07, x_1=9.995728525792650e-01,x_2=9.991435512299287e-01
第6588次迭代：f(x_i)=1.826796154709343e-07, x_1=9.995726243677190e-01,x_2=9.991448865514188e-01
第6589次迭代：f(x_i)=1.823590787674704e-07, x_1=9.995736024931100e-01,x_2=9.991450538953861e-01
第6590次迭代：f(x_i)=1.820392254207896e-07, x_1=9.995733741759185e-01,x_2=9.991463860118410e-01
第6591次迭代：f(x_i)=1.817198908652865e-07, x_1=9.995743502954597e-01,x_2=9.991465532070386e-01
第6592次迭代：f(x_i)=1.814010825476090e-07, x_1=9.995741226652074e-01,x_2=9.991478828429524e-01
第6593次迭代：f(x_i)=1.810829445777939e-07, x_1=9.995750967867961e-01,x_2=9.991480498874568e-01
第6594次迭代：f(x_i)=1.807651786987607e-07, x_1=9.995748696305281e-01,x_2=9.991493782621602e-01
第6595次迭代：f(x_i)=1.804479641298966e-07, x_1=9.995758427619394e-01,x_2=9.991495446542112e-01
第6596次迭代：f(x_i)=1.801315061617318e-07, x_1=9.995756156179700e-01,x_2=9.991508690977762e-01
第6597次迭代：f(x_i)=1.798156432844921e-07, x_1=9.995765861474387e-01,x_2=9.991510356451023e-01
第6598次迭代：f(x_i)=1.795000569877757e-07, x_1=9.995763598306114e-01,x_2=9.991523600230600e-01
第6599次迭代：f(x_i)=1.791849444269231e-07, x_1=9.995773289779705e-01,x_2=9.991525254348158e-01
第6600次迭代：f(x_i)=1.788702539210310e-07, x_1=9.995771036443371e-01,x_2=9.991538482983550e-01
第6601次迭代：f(x_i)=1.785561932756266e-07, x_1=9.995780712928592e-01,x_2=9.991540133181400e-01
第6602次迭代：f(x_i)=1.782426627882772e-07, x_1=9.995778461487724e-01,x_2=9.991553339605639e-01
第6603次迭代：f(x_i)=1.779296495336881e-07, x_1=9.995788123044901e-01,x_2=9.991554985873711e-01
第6604次迭代：f(x_i)=1.776172757346162e-07, x_1=9.995785874729797e-01,x_2=9.991568162714358e-01
第6605次迭代：f(x_i)=1.773054684652552e-07, x_1=9.995795515304329e-01,x_2=9.991569808099348e-01
第6606次迭代：f(x_i)=1.769940850267209e-07, x_1=9.995793273656710e-01,x_2=9.991582967224768e-01
第6607次迭代：f(x_i)=1.766833156916642e-07, x_1=9.995802899431935e-01,x_2=9.991584608655680e-01
第6608次迭代：f(x_i)=1.763730830011693e-07, x_1=9.995800659560041e-01,x_2=9.991597745741717e-01
第6609次迭代：f(x_i)=1.760633471456161e-07, x_1=9.995810270595450e-01,x_2=9.991599383208789e-01
第6610次迭代：f(x_i)=1.757542618606780e-07, x_1=9.995808033723836e-01,x_2=9.991612490921424e-01
第6611次迭代：f(x_i)=1.754457164537204e-07, x_1=9.995817623995820e-01,x_2=9.991614127455749e-01
第6612次迭代：f(x_i)=1.751376139968656e-07, x_1=9.995815393648062e-01,x_2=9.991627217600674e-01
第6613次迭代：f(x_i)=1.748300927610620e-07, x_1=9.995824969307178e-01,x_2=9.991628850147544e-01
第6614次迭代：f(x_i)=1.745231318090022e-07, x_1=9.995822740617653e-01,x_2=9.991641918423140e-01
第6615次迭代：f(x_i)=1.742166303578855e-07, x_1=9.995832301722575e-01,x_2=9.991643546973096e-01
第6616次迭代：f(x_i)=1.739108075360669e-07, x_1=9.995830075910297e-01,x_2=9.991656586083476e-01
第6617次迭代：f(x_i)=1.736054812446680e-07, x_1=9.995839616467973e-01,x_2=9.991658213652224e-01
第6618次迭代：f(x_i)=1.733006337348352e-07, x_1=9.995837397038372e-01,x_2=9.991671235340784e-01
第6619次迭代：f(x_i)=1.729963180650863e-07, x_1=9.995846923167044e-01,x_2=9.991672858889672e-01
第6620次迭代：f(x_i)=1.726926027870304e-07, x_1=9.995844706530009e-01,x_2=9.991685851552701e-01
第6621次迭代：f(x_i)=1.723894519772908e-07, x_1=9.995854212258490e-01,x_2=9.991687474086429e-01
第6622次迭代：f(x_i)=1.720867071232293e-07, x_1=9.995852001907894e-01,x_2=9.991700449425732e-01
第6623次迭代：f(x_i)=1.717845578693485e-07, x_1=9.995861493331378e-01,x_2=9.991702067917104e-01
第6624次迭代：f(x_i)=1.714829393287608e-07, x_1=9.995859284445240e-01,x_2=9.991715021668174e-01
第6625次迭代：f(x_i)=1.711817873561074e-07, x_1=9.995868761621060e-01,x_2=9.991716636108228e-01
第6626次迭代：f(x_i)=1.708812917854645e-07, x_1=9.995866555408479e-01,x_2=9.991729561038654e-01
第6627次迭代：f(x_i)=1.705812897896057e-07, x_1=9.995876012395288e-01,x_2=9.991731174417061e-01
第6628次迭代：f(x_i)=1.702817571553000e-07, x_1=9.995873812331991e-01,x_2=9.991744082166981e-01
第6629次迭代：f(x_i)=1.699827435152177e-07, x_1=9.995883255193437e-01,x_2=9.991745691472218e-01
第6630次迭代：f(x_i)=1.696843279561983e-07, x_1=9.995881057721742e-01,x_2=9.991758570538961e-01
第6631次迭代：f(x_i)=1.693864542659082e-07, x_1=9.995890480537857e-01,x_2=9.991760178749941e-01
第6632次迭代：f(x_i)=1.690889967711716e-07, x_1=9.995888289121927e-01,x_2=9.991773040732475e-01
第6633次迭代：f(x_i)=1.687921026051049e-07, x_1=9.995897697933835e-01,x_2=9.991774644848868e-01
第6634次迭代：f(x_i)=1.684957562919952e-07, x_1=9.995895509028633e-01,x_2=9.991787478284812e-01
第6635次迭代：f(x_i)=1.681999921567801e-07, x_1=9.995904897937548e-01,x_2=9.991789081274869e-01
第6636次迭代：f(x_i)=1.679045990420895e-07, x_1=9.995902714995676e-01,x_2=9.991801897722183e-01
第6637次迭代：f(x_i)=1.676098056923454e-07, x_1=9.995912090020402e-01,x_2=9.991803496596666e-01
第6638次迭代：f(x_i)=1.673155178418792e-07, x_1=9.995909908280199e-01,x_2=9.991816291842318e-01
第6639次迭代：f(x_i)=1.670216911539179e-07, x_1=9.995919269476254e-01,x_2=9.991817886592930e-01
第6640次迭代：f(x_i)=1.667285052512024e-07, x_1=9.995917090133206e-01,x_2=9.991830653492383e-01
第6641次迭代：f(x_i)=1.664357942578119e-07, x_1=9.995926431630670e-01,x_2=9.991832247072835e-01
第6642次迭代：f(x_i)=1.661435541120914e-07, x_1=9.995924258119235e-01,x_2=9.991844997123244e-01
第6643次迭代：f(x_i)=1.658518011753711e-07, x_1=9.995933585906414e-01,x_2=9.991846586559447e-01
第6644次迭代：f(x_i)=1.655606570940533e-07, x_1=9.995931414713861e-01,x_2=9.991859308398101e-01
第6645次迭代：f(x_i)=1.652700101929065e-07, x_1=9.995940722941545e-01,x_2=9.991860896633342e-01
第6646次迭代：f(x_i)=1.649798070230796e-07, x_1=9.995938557490770e-01,x_2=9.991873601716801e-01
第6647次迭代：f(x_i)=1.646901096631406e-07, x_1=9.995947852125456e-01,x_2=9.991875185787830e-01
第6648次迭代：f(x_i)=1.644009966781566e-07, x_1=9.995945688916320e-01,x_2=9.991887862793126e-01
第6649次迭代：f(x_i)=1.641123957975713e-07, x_1=9.995954964129325e-01,x_2=9.991889445632895e-01
第6650次迭代：f(x_i)=1.638242188865625e-07, x_1=9.995952806573162e-01,x_2=9.991902105976157e-01
第6651次迭代：f(x_i)=1.635365591201216e-07, x_1=9.995962068309371e-01,x_2=9.991903684632157e-01
第6652次迭代：f(x_i)=1.632494665187200e-07, x_1=9.995959912918623e-01,x_2=9.991916317030007e-01
第6653次迭代：f(x_i)=1.629628937769914e-07, x_1=9.995969155369692e-01,x_2=9.991917894424951e-01
第6654次迭代：f(x_i)=1.626767324205627e-07, x_1=9.995967005544130e-01,x_2=9.991930510253245e-01
第6655次迭代：f(x_i)=1.623910924531141e-07, x_1=9.995976234633531e-01,x_2=9.991932083445261e-01
第6656次迭代：f(x_i)=1.621060095361718e-07, x_1=9.995974086898166e-01,x_2=9.991944671460059e-01
第6657次迭代：f(x_i)=1.618214472388238e-07, x_1=9.995983296837712e-01,x_2=9.991946243361715e-01
第6658次迭代：f(x_i)=1.615372907466440e-07, x_1=9.995981154580755e-01,x_2=9.991958814898761e-01
第6659次迭代：f(x_i)=1.612536529697748e-07, x_1=9.995990351272699e-01,x_2=9.991960382578728e-01
第6660次迭代：f(x_i)=1.609705690525346e-07, x_1=9.995988211031718e-01,x_2=9.991972926433365e-01
第6661次迭代：f(x_i)=1.606879996902331e-07, x_1=9.995997388707843e-01,x_2=9.991974492794155e-01
第6662次迭代：f(x_i)=1.604058373870053e-07, x_1=9.995995253859483e-01,x_2=9.991987020262180e-01
第6663次迭代：f(x_i)=1.601241843761289e-07, x_1=9.996004418401030e-01,x_2=9.991988582382906e-01
第6664次迭代：f(x_i)=1.598430887897766e-07, x_1=9.996002285495398e-01,x_2=9.992001082298788e-01
第6665次迭代：f(x_i)=1.595624950351842e-07, x_1=9.996011431153939e-01,x_2=9.992002643071999e-01
第6666次迭代：f(x_i)=1.592823162618349e-07, x_1=9.996009303556123e-01,x_2=9.992015126691748e-01
第6667次迭代：f(x_i)=1.590026307733658e-07, x_1=9.996018436192070e-01,x_2=9.992016683206905e-01
第6668次迭代：f(x_i)=1.587235128657773e-07, x_1=9.996016310464704e-01,x_2=9.992029139403965e-01
第6669次迭代：f(x_i)=1.584448775716538e-07, x_1=9.996025424349242e-01,x_2=9.992030694543741e-01
第6670次迭代：f(x_i)=1.581666716862345e-07, x_1=9.996023303845852e-01,x_2=9.992043134534495e-01
第6671次迭代：f(x_i)=1.578889366554839e-07, x_1=9.996032404818762e-01,x_2=9.992044685398603e-01
第6672次迭代：f(x_i)=1.576117857924988e-07, x_1=9.996030286114493e-01,x_2=9.992057098095319e-01
第6673次迭代：f(x_i)=1.573350919887195e-07, x_1=9.996039368466394e-01,x_2=9.992058647556646e-01
第6674次迭代：f(x_i)=1.570588483676752e-07, x_1=9.996037254903219e-01,x_2=9.992071044136236e-01
第6675次迭代：f(x_i)=1.567830469062001e-07, x_1=9.996046324453444e-01,x_2=9.992072589304654e-01
第6676次迭代：f(x_i)=1.565078524621416e-07, x_1=9.996044213354798e-01,x_2=9.992084954408375e-01
第6677次迭代：f(x_i)=1.562331721385230e-07, x_1=9.996053260865060e-01,x_2=9.992086499920726e-01
第6678次迭代：f(x_i)=1.559587912723368e-07, x_1=9.996051157637766e-01,x_2=9.992098851538903e-01
第6679次迭代：f(x_i)=1.556849952242222e-07, x_1=9.996060192459820e-01,x_2=9.992100392739212e-01
第6680次迭代：f(x_i)=1.554116581433823e-07, x_1=9.996058089700550e-01,x_2=9.992112724269446e-01
第6681次迭代：f(x_i)=1.551387426632109e-07, x_1=9.996067111884852e-01,x_2=9.992114261151236e-01
第6682次迭代：f(x_i)=1.548664460916602e-07, x_1=9.996065011481299e-01,x_2=9.992126561419120e-01
第6683次迭代：f(x_i)=1.545946376185633e-07, x_1=9.996074011837142e-01,x_2=9.992128098595340e-01
第6684次迭代：f(x_i)=1.543231484574808e-07, x_1=9.996071919168038e-01,x_2=9.992140385496403e-01
第6685次迭代：f(x_i)=1.540522126097442e-07, x_1=9.996080906998039e-01,x_2=9.992141918335550e-01
第6686次迭代：f(x_i)=1.537817586037177e-07, x_1=9.996078815878091e-01,x_2=9.992154178390431e-01
第6687次迭代：f(x_i)=1.535118328838120e-07, x_1=9.996087785543128e-01,x_2=9.992155709730026e-01
第6688次迭代：f(x_i)=1.532422696660180e-07, x_1=9.996085699275009e-01,x_2=9.992167953978168e-01
第6689次迭代：f(x_i)=1.529732089309418e-07, x_1=9.996094656520662e-01,x_2=9.992169480964732e-01
第6690次迭代：f(x_i)=1.527046750607297e-07, x_1=9.996092571734567e-01,x_2=9.992181698491783e-01
第6691次迭代：f(x_i)=1.524366159024517e-07, x_1=9.996101510940361e-01,x_2=9.992183223953446e-01
第6692次迭代：f(x_i)=1.521689680894895e-07, x_1=9.996099430927416e-01,x_2=9.992195425760084e-01
第6693次迭代：f(x_i)=1.519017663521258e-07, x_1=9.996108357819329e-01,x_2=9.992196946853104e-01
第6694次迭代：f(x_i)=1.516351420829875e-07, x_1=9.996106279946374e-01,x_2=9.992209117820957e-01
第6695次迭代：f(x_i)=1.513690194748975e-07, x_1=9.996115185429956e-01,x_2=9.992210639109952e-01
第6696次迭代：f(x_i)=1.511031904089139e-07, x_1=9.996113115020532e-01,x_2=9.992222796946191e-01
第6697次迭代：f(x_i)=1.508379175222685e-07, x_1=9.996122008299076e-01,x_2=9.992224313849126e-01
第6698次迭代：f(x_i)=1.505731066410266e-07, x_1=9.996119939233811e-01,x_2=9.992236445215280e-01
第6699次迭代：f(x_i)=1.503088181334306e-07, x_1=9.996128814726629e-01,x_2=9.992237960540261e-01
第6700次迭代：f(x_i)=1.500448840351194e-07, x_1=9.996126750274507e-01,x_2=9.992250076359478e-01
第6701次迭代：f(x_i)=1.497814378384817e-07, x_1=9.996135613665867e-01,x_2=9.992251587283490e-01
第6702次迭代：f(x_i)=1.495185161469211e-07, x_1=9.996133550493440e-01,x_2=9.992263676755417e-01
第6703次迭代：f(x_i)=1.492560460427254e-07, x_1=9.996142396220792e-01,x_2=9.992265186077427e-01
第6704次迭代：f(x_i)=1.489939964395838e-07, x_1=9.996140337585508e-01,x_2=9.992277260086910e-01
第6705次迭代：f(x_i)=1.487323613096935e-07, x_1=9.996149171314059e-01,x_2=9.992278764993370e-01
第6706次迭代：f(x_i)=1.484713183170301e-07, x_1=9.996147114611693e-01,x_2=9.992290808579991e-01
第6707次迭代：f(x_i)=1.482107353133084e-07, x_1=9.996155927340702e-01,x_2=9.992292313588462e-01
第6708次迭代：f(x_i)=1.479504753914160e-07, x_1=9.996153877839661e-01,x_2=9.992304344273268e-01
第6709次迭代：f(x_i)=1.476907198959978e-07, x_1=9.996162678675760e-01,x_2=9.992305844849860e-01
第6710次迭代：f(x_i)=1.474314612679570e-07, x_1=9.996160630321940e-01,x_2=9.992317849433774e-01
第6711次迭代：f(x_i)=1.471726651978073e-07, x_1=9.996169413741333e-01,x_2=9.992319348357945e-01
第6712次迭代：f(x_i)=1.469142694518282e-07, x_1=9.996167369770058e-01,x_2=9.992331337649204e-01
第6713次迭代：f(x_i)=1.466562937007483e-07, x_1=9.996176141397343e-01,x_2=9.992332832127585e-01
第6714次迭代：f(x_i)=1.463988934785018e-07, x_1=9.996174099223163e-01,x_2=9.992344791270320e-01
第6715次迭代：f(x_i)=1.461419521761997e-07, x_1=9.996182850120290e-01,x_2=9.992346285788993e-01
第6716次迭代：f(x_i)=1.458853270170447e-07, x_1=9.996180814975394e-01,x_2=9.992358232181152e-01
第6717次迭代：f(x_i)=1.456291987192045e-07, x_1=9.996189554184379e-01,x_2=9.992359722238411e-01
第6718次迭代：f(x_i)=1.453735637765598e-07, x_1=9.996187520057744e-01,x_2=9.992371642773054e-01
第6719次迭代：f(x_i)=1.451183785818314e-07, x_1=9.996196242092864e-01,x_2=9.992373131129187e-01
第6720次迭代：f(x_i)=1.448635973618849e-07, x_1=9.996194212197698e-01,x_2=9.992385036538554e-01
第6721次迭代：f(x_i)=1.446092181260744e-07, x_1=9.996202922643667e-01,x_2=9.992386520420010e-01
第6722次迭代：f(x_i)=1.443554213632753e-07, x_1=9.996200894413440e-01,x_2=9.992398395951910e-01
第6723次迭代：f(x_i)=1.441020592680558e-07, x_1=9.996209584393797e-01,x_2=9.992399879813845e-01
第6724次迭代：f(x_i)=1.438490295975342e-07, x_1=9.996207563024517e-01,x_2=9.992411742744096e-01
第6725次迭代：f(x_i)=1.435964662942208e-07, x_1=9.996216241517808e-01,x_2=9.992413222116415e-01
第6726次迭代：f(x_i)=1.433444158026059e-07, x_1=9.996214221041247e-01,x_2=9.992425059429564e-01
第6727次迭代：f(x_i)=1.430927796157720e-07, x_1=9.996222882599157e-01,x_2=9.992426537053721e-01
第6728次迭代：f(x_i)=1.428415737201393e-07, x_1=9.996220867342513e-01,x_2=9.992438352745554e-01
第6729次迭代：f(x_i)=1.425908605211271e-07, x_1=9.996229512027821e-01,x_2=9.992439828608134e-01
第6730次迭代：f(x_i)=1.423404970418224e-07, x_1=9.996227500815863e-01,x_2=9.992451629381970e-01
第6731次迭代：f(x_i)=1.420905721509672e-07, x_1=9.996236134162768e-01,x_2=9.992453100734519e-01
第6732次迭代：f(x_i)=1.418411796120235e-07, x_1=9.996234124451679e-01,x_2=9.992464871967118e-01
第6733次迭代：f(x_i)=1.415922505013149e-07, x_1=9.996242737661826e-01,x_2=9.992466343225576e-01
第6734次迭代：f(x_i)=1.413436151987569e-07, x_1=9.996240734603251e-01,x_2=9.992478102041050e-01
第6735次迭代：f(x_i)=1.410954674100181e-07, x_1=9.996249336574764e-01,x_2=9.992479568775378e-01
第6736次迭代：f(x_i)=1.408477977621548e-07, x_1=9.996247334253442e-01,x_2=9.992491302271775e-01
第6737次迭代：f(x_i)=1.406005573858861e-07, x_1=9.996255919585471e-01,x_2=9.992492767199536e-01
第6738次迭代：f(x_i)=1.403537211072912e-07, x_1=9.996253921165412e-01,x_2=9.992504485940045e-01
第6739次迭代：f(x_i)=1.401072553186163e-07, x_1=9.996262495353857e-01,x_2=9.992505946331812e-01
第6740次迭代：f(x_i)=1.398613789707073e-07, x_1=9.996260498310477e-01,x_2=9.992517635794937e-01
第6741次迭代：f(x_i)=1.396158924540222e-07, x_1=9.996269052616158e-01,x_2=9.992519096036933e-01
第6742次迭代：f(x_i)=1.393707654614215e-07, x_1=9.996267062065005e-01,x_2=9.992530773226819e-01
第6743次迭代：f(x_i)=1.391260466851458e-07, x_1=9.996275605325087e-01,x_2=9.992532228919362e-01
第6744次迭代：f(x_i)=1.388818743753425e-07, x_1=9.996273616086386e-01,x_2=9.992543876964317e-01
第6745次迭代：f(x_i)=1.386381265454900e-07, x_1=9.996282139593221e-01,x_2=9.992545332477800e-01
第6746次迭代：f(x_i)=1.383946997103504e-07, x_1=9.996280156765206e-01,x_2=9.992556968321986e-01
第6747次迭代：f(x_i)=1.381517128433135e-07, x_1=9.996288669323532e-01,x_2=9.992558419272880e-01
第6748次迭代：f(x_i)=1.379092354475237e-07, x_1=9.996286687744622e-01,x_2=9.992570026103798e-01
第6749次迭代：f(x_i)=1.376672112888624e-07, x_1=9.996295180678053e-01,x_2=9.992571476846800e-01
第6750次迭代：f(x_i)=1.374254754964155e-07, x_1=9.996293205429179e-01,x_2=9.992583071548861e-01
第6751次迭代：f(x_i)=1.371842055916448e-07, x_1=9.996301687510304e-01,x_2=9.992584517716456e-01
第6752次迭代：f(x_i)=1.369434139891488e-07, x_1=9.996299712760026e-01,x_2=9.992596087567227e-01
第6753次迭代：f(x_i)=1.367030209799487e-07, x_1=9.996308178662124e-01,x_2=9.992597531839660e-01
第6754次迭代：f(x_i)=1.364630449020333e-07, x_1=9.996306208641835e-01,x_2=9.992609080743704e-01
第6755次迭代：f(x_i)=1.362235249294205e-07, x_1=9.996314658424125e-01,x_2=9.992610523108929e-01
第6756次迭代：f(x_i)=1.359843622486049e-07, x_1=9.996312691986904e-01,x_2=9.992622057617246e-01
第6757次迭代：f(x_i)=1.357455867097456e-07, x_1=9.996321131057060e-01,x_2=9.992623495389672e-01
第6758次迭代：f(x_i)=1.355073600566514e-07, x_1=9.996319165718939e-01,x_2=9.992635001208169e-01
第6759次迭代：f(x_i)=1.352695272722360e-07, x_1=9.996327585474366e-01,x_2=9.992636438705438e-01
第6760次迭代：f(x_i)=1.350320325323054e-07, x_1=9.996325626272065e-01,x_2=9.992647932570675e-01
第6761次迭代：f(x_i)=1.347949376385606e-07, x_1=9.996334035409421e-01,x_2=9.992649365463087e-01
第6762次迭代：f(x_i)=1.345583737060542e-07, x_1=9.996332077245836e-01,x_2=9.992660830767458e-01
第6763次迭代：f(x_i)=1.343222136237262e-07, x_1=9.996340467192866e-01,x_2=9.992662263357422e-01
第6764次迭代：f(x_i)=1.340863777694374e-07, x_1=9.996338515087448e-01,x_2=9.992673716778562e-01
第6765次迭代：f(x_i)=1.338509491004123e-07, x_1=9.996346894509617e-01,x_2=9.992675144751915e-01
第6766次迭代：f(x_i)=1.336160388400408e-07, x_1=9.996344943383366e-01,x_2=9.992686569740379e-01
第6767次迭代：f(x_i)=1.333815371219810e-07, x_1=9.996353303738500e-01,x_2=9.992687997384426e-01
第6768次迭代：f(x_i)=1.331473511155873e-07, x_1=9.996351358593603e-01,x_2=9.992699410559157e-01
第6769次迭代：f(x_i)=1.329135743981241e-07, x_1=9.996359708516246e-01,x_2=9.992700833575134e-01
第6770次迭代：f(x_i)=1.326803087795667e-07, x_1=9.996357764291786e-01,x_2=9.992712218444626e-01
